#####################################################################
# Alchemist log file - simulation started at: 2024-06-14T15:12+0000 #
#####################################################################
#
# seed = 5.0, spacing = 1, error = 0.5, globalRound = 11
#
# The columns have the following meaning: 
# time Reward[min] Reward[max] Reward[mean] Reward[variance] MeanDistance[min] MeanDistance[max] MeanDistance[mean] MeanDistance[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN
0.1 NaN NaN NaN NaN NaN NaN NaN NaN
1.1 -1.0 -1.0 -1.0 0.0 0.8524607761271765 1.5421111299486665 1.090733968270846 0.017430073822031194
2.1 -1.0 -1.0 -1.0 0.0 0.8323640486305692 1.5230192767116624 1.0784200723335262 0.016995317861918883
3.1 -1.0 -1.0 -1.0 0.0 0.7850774256766915 1.5136623337778732 1.069513857396016 0.016975835941417303
4.1 -1.0 -1.0 -1.0 0.0 0.7618131796304034 1.5136623337778732 1.059094644015245 0.017783543197820592
5.1 -1.0 -1.0 -1.0 0.0 0.7417372312827922 1.5136623337778732 1.0502161601159448 0.019000557928949335
6.1 -1.0 0.0 -0.99 0.009999999999999992 0.7355543540857059 1.5136623337778734 1.0422996370849056 0.01991109937443321
7.1 -1.0 -1.0 -1.0 0.0 0.7229827993340545 1.5136623337778734 1.034537145056018 0.021478346925718556
8.1 -1.0 0.0 -0.99 0.009999999999999992 0.71051209643346 1.5136623337778734 1.0284792964056317 0.02230359618902899
9.1 -1.0 0.0 -0.99 0.009999999999999992 0.695913283712261 1.552385998780189 1.0320967101344984 0.02315215729477915
10.1 -1.0 0.0 -0.99 0.009999999999999992 0.675723568097776 1.5448224471241783 1.0245184093666082 0.02392622817963222
11.1 -1.0 0.0 -0.99 0.009999999999999992 0.6749867358544804 1.5373960059945102 1.0192394669919866 0.02465065029183527
12.1 -1.0 0.0 -0.99 0.009999999999999992 0.6498079598385664 1.527659090978505 1.0172294473026133 0.025499562717693287
13.1 -1.0 0.0 -0.99 0.009999999999999992 0.6333148375902728 1.5725579197665316 1.0190166626151616 0.02711692429310501
14.1 -1.0 0.0 -0.99 0.009999999999999992 0.6124077738001115 1.5521551559098348 1.018157680229943 0.02741528792070025
15.1 -1.0 0.0 -0.97 0.02939393939393947 0.6047038049501906 1.5428880504734424 1.0064381105244893 0.028640016308017137
16.1 -1.0 0.0 -0.96 0.03878787878787865 0.5793492356421592 1.5336843997856753 0.9965893100514678 0.031474677887446435
17.1 -1.0 0.0 -0.95 0.0479797979797982 0.5798782436772187 1.4676274971897967 0.9958239609685712 0.031195612431758404
18.1 -1.0 0.0 -0.96 0.03878787878787865 0.5759272106777447 1.4718651725891625 0.9932442955759919 0.03257519806901218
19.1 -1.0 0.0 -0.9400000000000001 0.0569696969696967 0.5468119660073485 1.4631714420641115 0.9796409286948872 0.03598413552147566
20.1 -1.0 0.0 -0.8999999999999999 0.09090909090909072 0.5352623923884654 1.4631714420641115 0.9679605974785126 0.03911202070869735
21.1 -1.0 0.0 -0.8800000000000001 0.10666666666666684 0.5131001914453771 1.4631714420641115 0.9588817399341143 0.042449003151964725
22.1 -1.0 0.0 -0.87 0.11424242424242399 0.4927327378177786 1.4631714420641118 0.9507326723402786 0.044853002813805394
23.1 -1.0 0.0 -0.87 0.11424242424242399 0.4684946897807123 1.463171442064112 0.9446408777213439 0.04782735006707094
24.1 -1.0 0.0 -0.87 0.11424242424242399 0.47927029687674444 1.528118824991202 0.9440210702683027 0.048342187394373556
25.1 -1.0 0.0 -0.8599999999999999 0.12161616161616191 0.4344734019669666 1.528118824991202 0.9344076923775709 0.05146783286197836
26.1 -1.0 0.0 -0.8699999999999999 0.11424242424242399 0.39680099217023057 1.5281188249912023 0.9288661489601372 0.05444718388250841
27.1 -1.0 0.0 -0.8599999999999999 0.12161616161616191 0.3766431411153155 1.5281188249912028 0.9208372237828707 0.05850054640333363
28.1 -1.0 0.0 -0.8599999999999999 0.12161616161616191 0.41089652251823783 1.5767265892114077 0.9248198604178707 0.054179281086835
29.1 -1.0 0.0 -0.8400000000000001 0.13575757575757633 0.39194595824837475 1.576726589211408 0.9151282663706937 0.057951829382857915
30.1 -1.0 0.0 -0.8199999999999998 0.1490909090909097 0.37895300559841916 1.5767265892114084 0.9044895700336808 0.06296984955677865
31.1 -1.0 0.0 -0.7999999999999998 0.1616161616161623 0.3423091071010062 1.5767265892114086 0.8975820308615227 0.06634440463817044
32.1 -1.0 0.0 -0.7999999999999998 0.1616161616161623 0.304525263259524 1.5767265892114088 0.8937200872062775 0.06970901097016588
